no_show_id,booking_id,fee_charged,recorded_at,created_at
864,864,229.06,2025-03-08 21:28:17.787910+00:00,2025-08-02 06:37:36.537978+00:00
865,865,1093.99,2024-04-15 08:35:35.625554+00:00,2025-12-15 19:03:14.918945+00:00
866,866,743.75,2025-09-14 11:40:35.630924+00:00,2024-08-20 15:52:27.707690+00:00
867,867,1200.52,2024-11-21 20:53:42.623894+00:00,2025-05-08 01:39:21.753807+00:00
868,868,128.54,2025-05-29 00:14:33.283197+00:00,2024-08-01 14:19:09.759291+00:00
869,869,734.45,2025-01-13 02:17:35.278520+00:00,2025-06-13 20:29:50.423407+00:00
870,870,1904.88,2025-04-11 21:56:30.985859+00:00,2025-11-27 15:57:28.576590+00:00
871,871,827.18,2024-04-28 20:18:26.791635+00:00,2024-12-01 23:51:51.394351+00:00
872,872,372.46,2024-09-21 15:52:14.911289+00:00,2025-02-02 12:12:18.255293+00:00
873,873,579.89,2024-03-11 15:32:23.609950+00:00,2025-11-01 15:14:19.049021+00:00
874,874,1525.76,2024-08-04 03:06:41.187915+00:00,2024-02-03 04:06:23.515426+00:00
875,875,187.75,2025-06-01 11:40:56.849092+00:00,2025-10-04 15:31:34.102486+00:00
876,876,102.46,2025-03-27 20:52:34.244534+00:00,2024-12-14 00:08:42.344780+00:00
877,877,1907.31,2025-02-28 10:49:00.935001+00:00,2026-01-14 18:42:15.240460+00:00
878,878,1347.75,2024-10-25 15:24:27.163414+00:00,2025-08-11 13:48:26.540148+00:00
879,879,134.35,2025-09-09 01:39:42.069790+00:00,2025-09-06 21:58:16.988148+00:00
880,880,1190.86,2024-12-13 02:28:11.953168+00:00,2025-05-12 10:46:17.382460+00:00
881,881,1334.17,2025-03-11 05:59:13.314940+00:00,2024-07-11 14:42:53.289504+00:00
882,882,1061.5,2025-09-07 08:16:29.698985+00:00,2024-05-31 21:03:54.178524+00:00
883,883,639.66,2024-09-02 11:15:13.840803+00:00,2024-12-28 19:15:18.501534+00:00
884,884,261.88,2024-07-07 11:13:18.665820+00:00,2024-09-17 09:35:22.155463+00:00
885,885,741.51,2024-02-02 02:54:32.005244+00:00,2024-05-08 00:21:29.893373+00:00
886,886,1371.3,2024-05-27 03:08:13.309231+00:00,2025-05-09 04:08:10.308337+00:00
887,887,1941.82,2025-06-03 02:34:15.311228+00:00,2025-12-09 14:37:34.375389+00:00
888,888,511.16,2025-05-02 07:03:35.757563+00:00,2025-06-01 13:22:29.918307+00:00
889,889,1982.33,2024-11-06 11:44:10.707926+00:00,2025-07-10 22:03:41.264180+00:00
890,890,241.58,2024-03-28 16:23:11.503654+00:00,2024-08-10 22:15:43.086280+00:00
891,891,93.76,2025-06-02 04:20:54.550126+00:00,2025-09-29 12:57:36.774750+00:00
892,892,739.01,2025-11-30 23:28:39.317317+00:00,2024-03-28 08:02:05.238594+00:00
893,893,1131.33,2025-10-31 11:03:56.833882+00:00,2024-05-02 02:51:10.412972+00:00
894,894,1171.09,2024-03-09 01:40:36.237602+00:00,2025-09-30 13:26:20.170133+00:00
895,895,231.7,2024-08-20 02:13:41.017380+00:00,2026-01-03 17:55:05.575326+00:00
896,896,1853.56,2025-09-26 14:58:14.021070+00:00,2025-03-13 21:40:50.584848+00:00
897,897,1263.0,2025-08-09 17:02:41.779156+00:00,2024-05-13 07:38:04.637402+00:00
898,898,688.16,2025-11-13 22:25:47.459100+00:00,2025-09-13 03:37:44.789842+00:00
899,899,946.08,2024-12-27 18:52:01.966130+00:00,2024-11-07 04:48:32.412432+00:00
900,900,176.45,2024-06-25 09:58:54.779839+00:00,2025-08-06 02:42:44.991045+00:00
901,901,869.52,2024-06-24 13:18:22.073469+00:00,2024-12-13 21:08:15.446264+00:00
902,902,1190.02,2024-07-11 14:19:24.908415+00:00,2024-07-01 17:50:44.033556+00:00
903,903,1900.64,2025-04-01 06:25:10.715657+00:00,2024-04-14 21:54:00.670678+00:00
904,904,1403.81,2024-11-24 22:15:33.957993+00:00,2025-03-04 09:43:33.971129+00:00
905,905,93.74,2025-03-28 07:59:44.330859+00:00,2025-03-29 19:07:08.472302+00:00
906,906,459.13,2024-11-10 10:28:52.465096+00:00,2024-11-14 06:11:22.837093+00:00
907,907,1728.28,2025-10-12 08:07:29.309609+00:00,2025-03-03 22:25:50.179198+00:00
908,908,1650.88,2024-12-11 04:04:29.552864+00:00,2025-10-24 21:01:07.230531+00:00
909,909,1368.4,2025-07-24 05:09:05.958239+00:00,2025-12-26 11:29:58.524985+00:00
910,910,1572.56,2024-08-29 10:41:25.571151+00:00,2025-12-26 17:09:12.612455+00:00
911,911,592.94,2024-03-27 04:32:25.544133+00:00,2024-08-22 07:27:00.676898+00:00
912,912,533.08,2024-09-08 09:40:10.260784+00:00,2026-01-12 10:42:00.203748+00:00
913,913,250.04,2024-08-23 16:34:47.546884+00:00,2025-07-18 17:23:53.690819+00:00
914,914,1589.66,2025-07-27 03:23:13.117116+00:00,2024-01-31 04:23:00.241595+00:00
915,915,1666.79,2024-03-05 22:21:19.213953+00:00,2026-01-19 09:45:41.505807+00:00
916,916,667.23,2024-06-30 08:01:34.257282+00:00,2025-08-27 11:06:28.910913+00:00
917,917,1565.62,2025-06-11 13:51:01.867138+00:00,2025-07-11 01:47:47.241109+00:00
918,918,1255.08,2024-11-04 20:51:05.819941+00:00,2025-06-18 10:38:49.721612+00:00
919,919,657.36,2025-07-01 11:42:23.264923+00:00,2025-01-27 14:48:16.890046+00:00
920,920,614.83,2025-09-21 03:24:02.574193+00:00,2024-11-15 05:51:44.356086+00:00
921,921,685.13,2024-06-24 23:54:19.544464+00:00,2025-02-08 23:23:08.436223+00:00
922,922,1398.26,2025-03-18 13:41:06.618781+00:00,2026-01-10 12:58:48.231308+00:00
923,923,1528.2,2025-05-07 20:55:46.508289+00:00,2025-08-07 12:51:21.321957+00:00
924,924,1933.26,2024-07-25 11:16:09.442562+00:00,2024-12-15 07:18:43.890294+00:00
925,925,1441.85,2025-05-26 16:43:21.638488+00:00,2025-02-16 05:34:10.972125+00:00
926,926,729.84,2024-02-29 12:25:30.252372+00:00,2024-12-31 07:43:24.493953+00:00
927,927,892.17,2025-12-25 23:07:47.197168+00:00,2024-11-21 22:43:51.256890+00:00
928,928,1816.61,2024-08-01 06:25:12.198026+00:00,2025-11-06 18:42:46.944001+00:00
929,929,741.53,2025-01-05 04:47:32.555873+00:00,2024-01-23 10:58:21.578351+00:00
930,930,1666.62,2025-06-26 07:21:14.207885+00:00,2024-05-31 12:36:48.509682+00:00
931,931,1784.92,2025-12-15 07:40:15.317152+00:00,2024-02-18 00:01:14.598185+00:00
932,932,1117.25,2025-12-25 08:34:22.019230+00:00,2024-02-28 00:14:14.226788+00:00
933,933,1479.21,2024-02-05 16:14:51.986067+00:00,2024-06-13 11:19:12.164622+00:00
934,934,1629.31,2024-12-21 08:48:46.266884+00:00,2024-11-27 23:13:47.447936+00:00
935,935,1153.24,2025-06-03 06:34:15.027206+00:00,2025-12-10 07:50:59.979619+00:00
936,936,47.71,2025-03-05 20:59:37.217148+00:00,2025-05-23 12:55:30.909354+00:00
937,937,1786.55,2024-02-23 22:20:28.244770+00:00,2025-12-11 20:48:16.890266+00:00
938,938,740.75,2025-05-15 20:45:54.451767+00:00,2024-12-11 03:45:18.184032+00:00
939,939,86.76,2025-06-04 21:23:40.056284+00:00,2024-04-21 14:59:06.067874+00:00
940,940,486.78,2025-05-05 11:31:44.524753+00:00,2024-08-07 06:12:22.578481+00:00
941,941,902.96,2025-01-26 04:38:53.436346+00:00,2025-04-21 12:04:07.987783+00:00
942,942,1233.69,2025-03-19 04:39:45.826544+00:00,2025-11-16 12:04:04.898997+00:00
943,943,1707.04,2025-09-13 01:19:02.296419+00:00,2025-04-01 11:33:50.921523+00:00
944,944,165.5,2025-05-18 02:21:36.689017+00:00,2024-09-21 22:30:00.584668+00:00
945,945,553.37,2024-09-13 04:16:37.399686+00:00,2024-12-23 13:31:10.290474+00:00
946,946,221.57,2024-06-20 20:24:42.669689+00:00,2024-05-19 20:17:47.797592+00:00
947,947,297.01,2025-11-20 18:22:07.162838+00:00,2025-10-06 09:11:33.520923+00:00
948,948,1404.53,2025-04-04 09:59:21.277561+00:00,2024-04-04 19:43:54.182272+00:00
949,949,198.96,2025-01-20 10:03:08.466974+00:00,2024-02-09 18:42:59.659055+00:00
950,950,649.86,2025-05-29 03:54:52.623858+00:00,2025-01-12 23:23:11.116886+00:00
951,951,960.95,2025-02-13 03:16:22.312918+00:00,2024-04-04 09:57:23.677714+00:00
952,952,1441.38,2025-02-06 14:34:41.131201+00:00,2025-05-26 08:24:54.171633+00:00
953,953,1503.17,2025-02-11 08:55:28.899540+00:00,2025-07-07 23:04:53.576471+00:00
954,954,227.77,2026-01-13 15:00:50.109539+00:00,2025-07-09 09:36:47.701037+00:00
955,955,25.31,2024-06-05 22:23:56.690844+00:00,2024-11-21 22:31:52.542490+00:00
956,956,895.85,2025-04-16 22:14:53.413940+00:00,2025-01-15 08:18:03.554080+00:00
957,957,523.33,2025-09-26 04:11:19.408508+00:00,2025-01-14 07:53:49.144825+00:00
958,958,40.07,2025-05-14 21:16:26.799735+00:00,2024-12-05 22:17:25.166125+00:00
959,959,502.21,2024-06-02 17:56:43.207485+00:00,2025-05-03 23:43:19.138014+00:00
960,960,1166.65,2025-05-06 20:38:39.068673+00:00,2024-06-04 18:37:11.658142+00:00
961,961,204.3,2024-09-20 08:38:53.188926+00:00,2025-01-29 11:31:38.582898+00:00
962,962,424.16,2025-03-20 00:14:10.409847+00:00,2025-01-09 18:07:27.896359+00:00
963,963,1313.01,2024-03-01 09:05:57.022492+00:00,2024-10-15 11:12:10.696751+00:00
964,964,1354.53,2024-02-07 16:58:58.365891+00:00,2024-10-28 19:33:38.893282+00:00
965,965,217.09,2025-08-13 02:12:34.133258+00:00,2025-11-26 03:07:49.989782+00:00
966,966,1105.97,2024-11-15 21:48:12.130529+00:00,2025-05-03 02:40:53.764537+00:00
967,967,525.47,2025-03-08 22:43:18.958764+00:00,2025-12-08 03:17:21.142028+00:00
968,968,893.12,2024-12-18 23:24:41.332448+00:00,2025-06-22 16:27:18.790270+00:00
969,969,1334.08,2025-12-23 14:45:45.813186+00:00,2024-06-03 07:06:40.554463+00:00
970,970,1029.52,2025-04-06 18:00:01.250241+00:00,2024-06-16 08:51:53.921278+00:00
971,971,1532.99,2024-07-03 17:07:21.454917+00:00,2025-11-16 09:02:46.103130+00:00
972,972,192.62,2025-01-30 15:38:42.282304+00:00,2025-04-01 17:18:34.586128+00:00
973,973,1955.94,2025-05-20 03:10:06.903222+00:00,2024-07-26 22:48:45.100137+00:00
974,974,1874.21,2025-09-08 02:29:08.215835+00:00,2024-05-27 21:30:24.517617+00:00
975,975,1012.61,2024-08-30 02:12:07.242280+00:00,2024-02-11 07:59:00.166802+00:00
976,976,1510.54,2025-10-10 21:51:35.005858+00:00,2025-11-25 14:38:07.293359+00:00
977,977,877.64,2024-07-21 20:22:22.648132+00:00,2024-12-23 21:29:18.812886+00:00
978,978,1779.74,2024-03-01 16:24:34.372867+00:00,2024-08-08 13:34:36.052250+00:00
979,979,1370.65,2025-01-05 07:46:41.797404+00:00,2024-10-03 23:19:08.734281+00:00
980,980,1869.25,2025-02-02 23:50:53.951398+00:00,2024-03-14 01:39:34.061583+00:00
981,981,1885.93,2025-10-27 05:47:09.120642+00:00,2025-03-04 17:29:08.774556+00:00
982,982,1154.87,2024-08-08 15:28:02.200390+00:00,2025-05-11 22:36:08.302776+00:00
983,983,1144.6,2024-11-27 16:10:02.287497+00:00,2025-05-17 14:02:54.186737+00:00
984,984,1299.47,2025-08-24 15:25:18.787893+00:00,2025-11-25 23:02:36.419567+00:00
985,985,1458.34,2025-02-11 07:31:22.649341+00:00,2025-05-27 20:30:53.982516+00:00
986,986,790.39,2025-03-07 03:51:47.068214+00:00,2024-03-10 04:43:47.555291+00:00
987,987,207.63,2024-05-15 07:02:12.551460+00:00,2025-04-12 05:40:30.627878+00:00
988,988,315.64,2024-10-21 05:05:21.554617+00:00,2025-05-18 19:39:11.703439+00:00
989,989,1914.7,2024-03-07 09:27:08.228053+00:00,2024-05-31 04:20:10.333600+00:00
990,990,1479.21,2025-06-02 05:28:12.405929+00:00,2025-10-28 08:34:26.865247+00:00
991,991,1625.31,2025-02-13 14:34:50.981510+00:00,2025-03-18 00:28:04.947767+00:00
992,992,1926.75,2025-03-26 06:39:59.010556+00:00,2024-06-03 20:00:11.947396+00:00
993,993,521.54,2026-01-03 00:58:44.659329+00:00,2025-06-01 21:13:50.947479+00:00
994,994,986.71,2025-01-08 22:54:10.422522+00:00,2025-01-27 18:02:23.149150+00:00
995,995,1061.86,2025-05-20 13:27:18.340736+00:00,2025-05-23 02:58:00.445464+00:00
996,996,668.46,2024-05-29 11:11:17.918422+00:00,2025-11-22 23:00:03.821150+00:00
997,997,1670.24,2025-06-03 05:22:37.190648+00:00,2024-02-23 08:50:25.756545+00:00
998,998,1727.33,2025-10-15 13:42:03.101233+00:00,2024-05-11 01:32:39.462990+00:00
999,999,1352.82,2025-09-13 08:21:41.958321+00:00,2024-12-12 14:55:08.338651+00:00
1000,1000,120.03,2025-12-06 12:28:40.817456+00:00,2025-10-16 11:49:57.731267+00:00
1001,1001,784.61,2024-05-04 21:47:43.527575+00:00,2025-06-11 16:21:02.015460+00:00
1002,1002,688.15,2025-07-29 10:21:11.775838+00:00,2024-05-24 13:39:43.601086+00:00
1003,1003,1204.22,2025-01-07 13:59:51.078825+00:00,2025-06-17 18:54:02.578171+00:00
1004,1004,790.56,2024-09-17 04:03:56.595767+00:00,2025-03-17 10:44:33.902409+00:00
1005,1005,1222.81,2024-09-18 16:12:08.428754+00:00,2025-12-19 01:02:30.990387+00:00
1006,1006,1441.71,2025-03-02 21:53:15.839570+00:00,2025-02-16 17:57:29.741351+00:00
1007,1007,1394.61,2025-07-16 09:03:33.346355+00:00,2025-07-04 04:27:43.819588+00:00
1008,1008,1754.76,2025-08-25 07:04:46.819075+00:00,2025-06-05 11:12:42.530165+00:00
1009,1009,1841.38,2025-07-17 06:14:52.039956+00:00,2024-07-24 21:00:12.995801+00:00
1010,1010,1489.21,2024-12-21 03:17:54.355489+00:00,2025-11-19 17:22:04.983985+00:00
1011,1011,595.96,2025-01-21 23:42:31.814206+00:00,2025-06-17 18:47:06.043590+00:00
1012,1012,1529.17,2024-06-07 16:36:29.297156+00:00,2025-08-31 19:29:46.859334+00:00
1013,1013,1355.85,2026-01-14 18:05:28.578707+00:00,2026-01-03 02:26:02.436582+00:00
1014,1014,936.75,2025-12-18 17:49:34.325849+00:00,2025-03-07 15:38:22.204118+00:00
1015,1015,1798.85,2025-01-05 19:39:01.145379+00:00,2025-05-10 10:18:21.169592+00:00
1016,1016,1933.53,2024-02-28 09:25:18.173193+00:00,2024-09-01 09:39:06.336427+00:00
1017,1017,1538.2,2024-06-20 10:49:38.451228+00:00,2024-08-06 16:28:42.312320+00:00
1018,1018,585.37,2025-09-22 10:19:31.922753+00:00,2024-06-25 17:02:18.197765+00:00
1019,1019,1506.26,2025-03-10 09:35:03.462652+00:00,2025-07-28 20:57:43.861554+00:00
1020,1020,1420.06,2025-02-26 14:18:44.494935+00:00,2025-01-10 09:50:39.777943+00:00
1021,1021,887.94,2024-03-12 06:54:03.133990+00:00,2024-05-29 07:05:35.836300+00:00
1022,1022,913.21,2024-06-11 16:49:31.287169+00:00,2024-07-27 21:07:59.298037+00:00
1023,1023,90.79,2024-02-01 14:15:03.772833+00:00,2024-04-09 07:18:37.895093+00:00
1024,1024,1393.73,2025-12-25 18:47:54.873629+00:00,2026-01-08 23:13:28.918046+00:00
1025,1025,717.54,2025-12-08 02:48:54.552567+00:00,2024-09-17 01:54:12.721106+00:00
1026,1026,1190.2,2025-10-11 06:02:23.480876+00:00,2025-05-21 17:04:39.657938+00:00
1027,1027,1339.25,2025-01-25 20:37:20.586122+00:00,2024-11-23 00:27:33.899640+00:00
1028,1028,1024.55,2025-01-16 13:58:39.279366+00:00,2025-10-14 00:20:43.989718+00:00
1029,1029,64.2,2025-11-24 05:13:37.753714+00:00,2024-04-06 16:42:56.368509+00:00
1030,1030,65.16,2024-05-22 12:11:16.769950+00:00,2025-12-24 17:16:42.264246+00:00
1031,1031,1309.02,2024-11-06 00:57:59.081013+00:00,2024-03-08 13:21:10.457146+00:00
1032,1032,486.32,2024-09-06 06:41:56.977856+00:00,2024-11-06 14:20:00.630265+00:00
1033,1033,752.35,2024-03-20 02:30:05.109351+00:00,2025-01-24 22:10:17.138600+00:00
1034,1034,365.45,2025-09-25 19:31:12.505141+00:00,2024-10-28 19:35:45.520737+00:00
1035,1035,1445.9,2025-05-18 00:47:08.501535+00:00,2024-11-27 05:44:00.443659+00:00
1036,1036,914.45,2024-12-13 21:19:10.146542+00:00,2026-01-13 08:32:06.417420+00:00
1037,1037,1018.03,2025-12-07 00:19:05.703824+00:00,2024-06-13 21:20:24.020953+00:00
1038,1038,1228.86,2025-01-24 15:58:11.177563+00:00,2024-10-08 09:12:54.540049+00:00
1039,1039,100.08,2025-07-03 00:48:27.450814+00:00,2024-04-30 21:15:52.693491+00:00
1040,1040,817.15,2024-12-27 17:43:20.196535+00:00,2024-11-02 01:04:57.419156+00:00
1041,1041,423.6,2024-05-19 04:34:19.535109+00:00,2025-12-15 11:46:48.005476+00:00
1042,1042,561.67,2024-02-23 01:05:50.563795+00:00,2026-01-08 09:33:20.028694+00:00
1043,1043,1357.27,2025-02-12 05:13:44.420956+00:00,2024-05-10 23:14:23.773541+00:00
1044,1044,1100.68,2024-07-10 00:50:27.005884+00:00,2025-11-15 08:08:57.341306+00:00
1045,1045,284.14,2024-11-15 06:23:57.219918+00:00,2024-08-29 20:02:39.518006+00:00
1046,1046,1487.22,2024-05-31 03:01:38.834213+00:00,2024-10-28 04:27:24.748145+00:00
1047,1047,1983.82,2024-03-02 08:28:52.818426+00:00,2025-05-06 20:08:14.979392+00:00
1048,1048,962.87,2025-04-11 00:10:52.864056+00:00,2025-02-06 22:03:31.362763+00:00
1049,1049,1916.54,2024-08-16 05:58:49.153981+00:00,2025-09-16 06:29:07.451351+00:00
1050,1050,599.4,2025-03-13 13:59:10.438496+00:00,2024-09-15 10:17:00.898002+00:00
1051,1051,1438.88,2025-08-08 04:03:23.283161+00:00,2025-08-05 17:38:48.904669+00:00
1052,1052,496.5,2025-01-13 06:35:07.847772+00:00,2025-06-29 09:51:22.863337+00:00
1053,1053,1377.85,2025-01-13 16:43:50.229753+00:00,2024-07-24 04:46:16.876088+00:00
1054,1054,1738.2,2025-01-19 11:11:27.443741+00:00,2025-04-26 04:35:02.804280+00:00
1055,1055,930.49,2025-11-01 06:09:40.275372+00:00,2025-08-23 18:17:39.612374+00:00
1056,1056,1422.77,2024-05-24 01:35:04.561720+00:00,2025-12-08 07:17:00.470216+00:00
1057,1057,1515.25,2025-10-04 07:27:57.597094+00:00,2025-01-12 06:26:21.821709+00:00
1058,1058,994.91,2025-09-08 13:30:53.245049+00:00,2024-07-31 02:34:11.966999+00:00
1059,1059,798.15,2024-12-04 12:23:54.296985+00:00,2025-09-26 04:53:04.236062+00:00
1060,1060,1488.05,2024-11-10 05:17:54.314110+00:00,2025-01-05 04:37:44.599081+00:00
1061,1061,1082.72,2024-12-03 01:13:37.157810+00:00,2024-11-20 10:45:00.709419+00:00
1062,1062,1382.29,2024-10-08 07:30:10.736326+00:00,2024-08-28 08:02:16.037248+00:00
1063,1063,384.85,2024-11-16 05:01:50.983278+00:00,2025-03-30 22:49:26.784248+00:00
1064,1064,105.4,2025-03-12 01:20:12.275403+00:00,2025-08-08 00:14:50.550549+00:00
1065,1065,854.71,2024-11-22 05:24:46.526859+00:00,2025-04-19 03:06:03.614167+00:00
1066,1066,1971.41,2024-11-21 07:28:45.030684+00:00,2025-10-27 05:21:09.623259+00:00
1067,1067,1974.34,2024-12-11 11:56:45.688593+00:00,2025-07-23 02:07:34.322683+00:00
1068,1068,1509.81,2024-12-09 21:57:58.277619+00:00,2025-06-23 11:31:55.352387+00:00
1069,1069,1026.49,2025-09-25 04:29:31.078061+00:00,2026-01-03 00:42:19.297504+00:00
1070,1070,1864.5,2024-04-30 14:53:04.135446+00:00,2024-07-24 04:45:07.292628+00:00
1071,1071,83.59,2024-06-01 00:55:20.186297+00:00,2025-10-17 23:18:15.907856+00:00
1072,1072,498.79,2024-03-19 19:30:49.621150+00:00,2024-11-19 10:33:55.452007+00:00
1073,1073,713.31,2025-05-29 16:18:02.589770+00:00,2024-08-19 18:28:36.807167+00:00
1074,1074,875.17,2024-02-09 23:35:58.975581+00:00,2025-07-09 21:15:13.710053+00:00
1075,1075,823.75,2025-06-23 06:22:57.986313+00:00,2024-03-21 05:18:42.227863+00:00
1076,1076,1173.21,2024-12-12 14:23:10.473904+00:00,2025-09-29 07:52:19.834376+00:00
1077,1077,1231.14,2024-10-24 20:14:26.164087+00:00,2025-11-13 09:24:58.281805+00:00
1078,1078,262.72,2025-08-30 02:42:50.186021+00:00,2025-06-30 18:42:57.632515+00:00
1079,1079,1869.63,2024-07-11 11:20:47.642164+00:00,2025-10-30 23:27:36.742647+00:00
1080,1080,355.9,2024-12-29 17:45:14.525040+00:00,2024-04-23 10:54:15.433880+00:00
1081,1081,53.99,2025-12-13 18:39:06.807765+00:00,2024-07-20 04:19:01.493860+00:00
1082,1082,1245.46,2025-11-26 11:49:01.578687+00:00,2024-03-31 19:13:20.140743+00:00
1083,1083,1496.97,2025-01-20 15:19:05.484540+00:00,2025-12-06 14:19:03.018963+00:00
1084,1084,120.09,2025-06-15 23:12:37.332695+00:00,2026-01-14 01:13:31.430740+00:00
1085,1085,694.77,2026-01-11 06:13:26.602795+00:00,2025-03-22 14:03:25.340041+00:00
1086,1086,1021.42,2024-11-21 17:01:48.546460+00:00,2025-08-05 23:08:21.993372+00:00
1087,1087,1957.52,2024-02-01 04:06:06.210826+00:00,2025-10-17 05:25:34.956075+00:00
1088,1088,1080.29,2025-01-19 17:54:50.310157+00:00,2025-06-02 19:58:10.690176+00:00
1089,1089,143.42,2024-08-11 19:21:04.494045+00:00,2025-06-25 11:10:01.903773+00:00
1090,1090,1605.1,2025-03-01 04:04:58.452734+00:00,2025-07-12 12:17:36.092706+00:00
1091,1091,1518.05,2024-07-22 17:24:47.475894+00:00,2024-06-19 21:15:21.302863+00:00
1092,1092,617.17,2024-08-07 01:50:38.487324+00:00,2025-04-02 15:18:07.228747+00:00
1093,1093,1521.97,2025-12-11 20:48:49.091005+00:00,2024-07-05 20:21:53.600775+00:00
1094,1094,48.84,2024-03-13 05:55:33.795462+00:00,2025-08-28 18:02:39.051624+00:00
1095,1095,1475.7,2025-06-05 16:59:57.160088+00:00,2024-02-04 16:30:28.643951+00:00
1096,1096,1470.94,2025-11-11 09:40:10.534793+00:00,2025-02-02 23:51:03.823526+00:00
1097,1097,1953.03,2025-10-29 10:43:34.656790+00:00,2024-05-28 01:05:07.363672+00:00
1098,1098,421.04,2024-08-06 11:18:25.399315+00:00,2024-08-18 20:29:00.396234+00:00
1099,1099,139.5,2024-02-04 08:17:20.781461+00:00,2025-10-22 16:35:09.745714+00:00
1100,1100,613.91,2025-12-04 10:10:55.391611+00:00,2024-10-10 22:57:13.629049+00:00
1101,1101,1951.97,2024-08-11 10:27:50.650112+00:00,2025-12-04 19:59:39.559909+00:00
1102,1102,1042.05,2025-10-21 10:30:46.955675+00:00,2025-01-28 20:22:02.816214+00:00
1103,1103,1819.68,2024-02-08 23:40:25.408297+00:00,2024-10-11 00:49:36.125291+00:00
1104,1104,1333.96,2025-03-25 16:10:13.524374+00:00,2024-04-23 13:01:22.619548+00:00
1105,1105,440.24,2024-01-29 12:07:49.181033+00:00,2024-11-07 21:33:11.434703+00:00
1106,1106,65.48,2024-04-20 18:43:11.574122+00:00,2024-04-13 15:30:38.087692+00:00
1107,1107,921.82,2024-03-30 16:19:18.771871+00:00,2024-05-01 09:13:50.100121+00:00
1108,1108,86.91,2025-09-22 13:57:30.428250+00:00,2025-10-14 14:27:51.064611+00:00
1109,1109,650.84,2024-02-09 19:31:34.545985+00:00,2025-12-18 03:24:33.608861+00:00
1110,1110,1049.48,2025-01-06 06:09:42.096342+00:00,2024-10-17 04:31:12.720768+00:00
1111,1111,1685.84,2024-02-19 17:40:16.531909+00:00,2024-10-27 05:35:50.139030+00:00
1112,1112,1348.2,2024-03-14 13:28:20.902056+00:00,2025-08-31 20:40:51.743981+00:00
1113,1113,1279.59,2024-12-25 17:02:29.635814+00:00,2024-10-22 08:07:36.660983+00:00
1114,1114,369.65,2024-01-27 02:45:52.929218+00:00,2025-12-01 11:28:20.848627+00:00
1115,1115,1239.65,2025-03-14 21:44:33.601549+00:00,2024-04-27 09:44:48.285855+00:00
1116,1116,366.64,2025-03-26 18:53:37.296280+00:00,2025-06-10 14:43:47.378746+00:00
1117,1117,818.05,2025-04-04 02:42:44.697840+00:00,2024-12-05 09:17:20.099541+00:00
1118,1118,340.24,2025-03-08 02:23:57.892566+00:00,2025-06-08 00:20:09.547452+00:00
1119,1119,312.8,2024-11-28 12:18:49.994863+00:00,2024-08-05 00:28:26.399807+00:00
1120,1120,1899.15,2025-06-27 00:48:30.915575+00:00,2024-03-11 03:57:32.415300+00:00
1121,1121,1516.44,2024-03-25 19:18:41.195696+00:00,2025-12-26 05:03:00.084437+00:00
1122,1122,1038.41,2025-05-10 03:10:10.353899+00:00,2025-08-10 08:28:37.578185+00:00
1123,1123,624.23,2025-02-22 00:02:56.741923+00:00,2024-03-03 17:14:50.569040+00:00
1124,1124,1235.79,2025-03-20 02:16:18.017581+00:00,2025-12-04 03:36:52.858704+00:00
1125,1125,1356.96,2024-12-30 03:16:38.278200+00:00,2025-10-01 12:07:12.864746+00:00
1126,1126,331.44,2024-06-22 22:27:12.902515+00:00,2024-05-11 17:21:41.897451+00:00
1127,1127,206.71,2024-11-25 17:18:37.995992+00:00,2024-09-16 01:29:06.495909+00:00
1128,1128,875.52,2024-07-02 15:02:14.135992+00:00,2024-04-23 01:50:00.862942+00:00
1129,1129,24.4,2024-02-08 20:26:59.474187+00:00,2025-09-28 22:18:23.300734+00:00
1130,1130,1214.72,2025-08-15 17:27:57.274829+00:00,2025-01-12 03:08:20.008042+00:00
1131,1131,761.68,2025-05-19 10:03:15.676428+00:00,2025-11-03 20:51:07.186429+00:00
1132,1132,1370.33,2024-01-23 18:15:28.839034+00:00,2024-05-09 14:35:28.917754+00:00
1133,1133,727.25,2024-10-16 19:03:14.917327+00:00,2025-04-08 17:26:12.960078+00:00
1134,1134,551.44,2024-09-30 05:17:22.499843+00:00,2025-11-01 08:41:55.788891+00:00
1135,1135,1507.4,2025-07-30 09:43:04.536126+00:00,2025-07-19 18:28:18.086208+00:00
1136,1136,1994.44,2025-06-14 13:06:52.459892+00:00,2024-08-09 05:53:17.291349+00:00
1137,1137,1338.62,2025-05-21 18:02:02.617307+00:00,2025-05-04 04:07:31.857846+00:00
1138,1138,446.22,2024-06-20 20:57:03.369031+00:00,2024-08-07 12:11:11.501239+00:00
1139,1139,267.15,2025-08-12 04:20:05.975410+00:00,2024-07-04 14:17:52.356716+00:00
1140,1140,1877.03,2025-12-08 20:38:10.538938+00:00,2024-08-20 11:09:10.976472+00:00
1141,1141,1542.68,2024-04-25 12:58:34.277000+00:00,2025-07-22 04:41:52.602458+00:00
1142,1142,95.28,2025-01-21 05:45:29.733773+00:00,2026-01-18 14:52:53.190193+00:00
1143,1143,1244.76,2025-01-10 03:22:02.234621+00:00,2025-12-08 13:42:52.206948+00:00
1144,1144,390.21,2024-05-30 00:38:03.669206+00:00,2025-12-15 08:28:06.389934+00:00
