maintenance_ticket_id,room_id,assigned_employee_id,issue_description,severity,status,created_at,resolved_at
1616,103,1080,Various several ability question leave write control across whether.,CRITICAL,DONE,2025-01-16 09:04:39.118570+00:00,2025-03-03 05:14:32.681432+00:00
1617,53,1802,Wife exactly land instead former nation.,CRITICAL,DONE,2025-09-18 22:45:28.407070+00:00,2025-04-09 22:34:45.719712+00:00
1618,154,1999,Discuss assume wait affect call maintain professor wish matter yard low.,MEDIUM,IN_PROGRESS,2024-05-04 01:24:23.484602+00:00,2024-06-19 06:44:34.245364+00:00
1619,887,139,Point purpose wear college maintain out voice.,HIGH,DONE,2024-06-06 05:44:07.416635+00:00,2024-05-16 01:43:11.874878+00:00
1620,201,496,Under study race name everyone hear president will.,HIGH,IN_PROGRESS,2025-04-10 06:31:19.674793+00:00,2024-03-09 06:29:32.179082+00:00
1621,983,1699,Benefit develop son call seem debate glass economy establish.,MEDIUM,IN_PROGRESS,2024-08-27 22:08:19.751676+00:00,2025-06-13 00:00:20.152884+00:00
1622,446,88,Stay themselves teach Mr easy goal once begin small.,HIGH,IN_PROGRESS,2025-09-25 12:03:04.212616+00:00,2025-07-21 05:27:54.564681+00:00
1623,202,309,Right anyone arm group great production run blue finally with laugh.,CRITICAL,IN_PROGRESS,2024-06-09 10:59:23.927029+00:00,2025-11-15 07:07:50.635484+00:00
1624,330,1397,Speak southern card question reality quality quickly cost focus range.,CRITICAL,IN_PROGRESS,2024-04-11 17:54:35.877364+00:00,2024-10-03 11:06:34.174238+00:00
1625,684,861,Current however work system show site.,CRITICAL,CANCELLED,2024-08-05 13:36:58.919832+00:00,2025-03-06 00:23:48.181702+00:00
1626,175,1205,Country this leader start traditional figure loss brother crime network focus rise.,CRITICAL,CANCELLED,2025-11-27 15:57:58.554086+00:00,2025-09-05 21:57:36.041086+00:00
1627,839,171,Choose oil eight security meeting agency business appear born lay.,MEDIUM,IN_PROGRESS,2025-11-26 06:18:42.714069+00:00,2025-03-08 17:58:26.184207+00:00
1628,907,471,Minute product cell which here party leader decade.,MEDIUM,IN_PROGRESS,2024-06-30 03:07:47.847249+00:00,2024-03-01 02:48:52.453146+00:00
1629,828,362,Catch heavy than happy water decision fine PM of.,MEDIUM,OPEN,2026-01-06 11:07:26.220495+00:00,2025-08-03 16:41:12.665252+00:00
1630,778,640,Here bad picture who himself whose still range use while member garden book.,MEDIUM,CANCELLED,2024-09-15 12:53:04.155544+00:00,2025-04-26 23:23:30.409965+00:00
1631,720,431,State into ground scientist however skin Republican provide.,CRITICAL,CANCELLED,2024-10-06 01:55:46.914593+00:00,2024-09-24 01:30:52.359247+00:00
1632,49,1605,Work college young between cut service.,MEDIUM,IN_PROGRESS,2024-07-03 19:38:49.307377+00:00,2025-09-02 23:24:02.366368+00:00
1633,922,1666,Fight quality it side important artist improve to white main gas feel.,LOW,CANCELLED,2024-11-02 09:53:27.207251+00:00,2024-05-01 22:13:25.933723+00:00
1634,581,539,She much site health edge student big structure.,CRITICAL,CANCELLED,2024-05-08 08:39:49.851567+00:00,2024-02-28 04:16:08.878428+00:00
1635,821,657,Number mouth model address nice call amount several politics region.,CRITICAL,OPEN,2024-10-26 20:05:09.106705+00:00,2025-04-01 10:17:49.760562+00:00
1636,321,339,Cover big dream prove kitchen buy image power.,MEDIUM,CANCELLED,2024-12-23 09:57:52.110383+00:00,2025-04-09 20:27:20.215692+00:00
1637,61,1427,Nation player understand can near stage.,LOW,IN_PROGRESS,2025-04-07 20:00:57.659750+00:00,2024-07-14 01:54:09.007140+00:00
1638,362,1841,News maintain participant price fight decision trial until a although expect.,MEDIUM,IN_PROGRESS,2024-10-08 02:11:13.429820+00:00,2024-09-04 23:17:57.306705+00:00
1639,220,1278,Memory still unit here rather pick suffer heavy get season spring knowledge.,MEDIUM,DONE,2024-05-26 12:52:09.177117+00:00,2025-07-11 21:07:36.001568+00:00
1640,103,118,Government improve respond activity same report cut shake under pick play service.,LOW,CANCELLED,2025-06-08 03:18:56.115667+00:00,2025-06-02 12:34:22.616653+00:00
1641,728,1619,Cup line project assume woman film threat force.,HIGH,CANCELLED,2025-06-06 03:47:44.639177+00:00,2025-12-29 14:43:08.100358+00:00
1642,996,867,Boy move stop rather door must character turn.,MEDIUM,DONE,2024-05-18 23:32:22.557942+00:00,2025-02-13 11:39:54.518478+00:00
1643,1,1652,Particular produce decision here option radio leg study recently employee nature far college.,MEDIUM,IN_PROGRESS,2025-10-31 15:47:09.478689+00:00,2025-07-16 14:58:38.682180+00:00
1644,622,1017,Side each real hotel agree senior rather appear.,LOW,OPEN,2026-01-18 17:35:16.850739+00:00,2024-12-22 14:39:10.584750+00:00
1645,610,1337,To reach admit blue set wife PM sea threat.,CRITICAL,CANCELLED,2024-03-03 12:43:55.035072+00:00,2024-08-06 10:35:59.131562+00:00
1646,518,1358,Employee teach perform though head time operation you.,HIGH,IN_PROGRESS,2025-08-31 13:22:39.059604+00:00,2024-04-06 12:37:53.899794+00:00
1647,387,1274,Military ground purpose language personal factor approach.,LOW,IN_PROGRESS,2025-04-25 15:01:52.005079+00:00,2025-06-29 08:38:22.949072+00:00
1648,811,1193,Deal operation mother plant kitchen system strong gun country two wrong.,LOW,DONE,2025-03-20 05:29:34.877697+00:00,2024-09-14 22:45:47.556643+00:00
1649,199,1051,Own memory professional east our brother.,LOW,OPEN,2024-06-30 21:36:19.657480+00:00,2025-07-09 13:57:42.352190+00:00
1650,593,564,Truth economic bring a condition tonight you people sister.,CRITICAL,DONE,2025-09-03 12:08:31.976088+00:00,2024-11-13 23:50:47.023409+00:00
1651,203,1330,Certainly send authority president Democrat turn million recent manager campaign chance.,LOW,DONE,2025-07-01 15:19:13.187847+00:00,2025-09-03 01:55:39.503813+00:00
1652,734,114,Role wife example too voice shoulder rise.,CRITICAL,IN_PROGRESS,2025-06-06 04:37:11.406866+00:00,2025-12-10 14:35:19.452689+00:00
1653,55,632,Bar skill different program poor easy thank.,CRITICAL,DONE,2025-05-09 11:28:56.704339+00:00,2025-12-11 09:58:46.442304+00:00
1654,990,1105,Over hour read receive pick almost age sit tax popular walk learn also.,MEDIUM,DONE,2026-01-01 22:28:13.394457+00:00,2025-11-27 05:32:44.762922+00:00
1655,78,901,Phone appear far better trouble avoid ok clear east speak today.,MEDIUM,IN_PROGRESS,2025-09-15 16:10:40.719832+00:00,2024-01-22 17:19:24.386371+00:00
1656,474,1075,Theory agency subject image yeah important challenge else occur hour similar into.,MEDIUM,OPEN,2024-09-13 22:56:51.514981+00:00,2025-08-19 18:16:51.151259+00:00
1657,372,1105,Heart establish cause score attack word pay argue table.,HIGH,IN_PROGRESS,2024-04-01 12:36:31.407257+00:00,2024-11-16 13:50:53.407750+00:00
1658,709,628,Edge imagine head more partner improve trip system.,CRITICAL,IN_PROGRESS,2024-09-08 00:03:14.297693+00:00,2024-07-30 06:12:29.410545+00:00
1659,777,1804,Discuss artist enjoy fear message according focus why end.,MEDIUM,DONE,2024-08-23 05:27:45.254516+00:00,2024-08-06 17:34:42.736244+00:00
1660,634,1175,The history effect nature prove marriage fill.,HIGH,IN_PROGRESS,2024-10-19 05:48:48.081304+00:00,2024-10-14 16:02:28.261194+00:00
1661,276,538,Season oil music what more mind.,HIGH,CANCELLED,2024-06-24 03:22:17.185801+00:00,2025-04-13 23:56:23.029773+00:00
1662,720,1794,Suddenly that medical feel his news little page or director how.,MEDIUM,IN_PROGRESS,2026-01-11 10:29:54.226961+00:00,2025-04-05 00:04:39.081116+00:00
1663,665,455,Several real public least sell say scientist early couple kitchen conference behavior that.,HIGH,IN_PROGRESS,2025-06-03 10:24:35.409570+00:00,2025-05-22 12:58:12.937645+00:00
1664,845,1523,Mind Mrs perform significant continue person compare popular light.,LOW,CANCELLED,2025-07-16 06:56:31.717986+00:00,2024-04-17 07:31:48.939929+00:00
1665,824,459,Value degree throughout become place office many Democrat there social.,LOW,OPEN,2024-12-30 06:24:42.030258+00:00,2024-07-14 00:48:32.019843+00:00
1666,159,124,Season use answer manager color school attack.,HIGH,CANCELLED,2025-04-30 06:11:11.885300+00:00,2025-07-25 16:04:29.201590+00:00
1667,252,1548,Magazine population institution it available study second vote always.,CRITICAL,OPEN,2025-09-09 09:57:58.323150+00:00,2024-04-18 07:30:49.774313+00:00
1668,246,1165,Explain then state care significant front my culture claim usually.,HIGH,IN_PROGRESS,2025-06-27 04:24:05.023232+00:00,2024-04-10 21:43:27.616851+00:00
1669,242,1104,Yourself save walk ten where program pressure food well.,CRITICAL,DONE,2025-09-06 05:07:09.457282+00:00,2024-10-19 13:39:27.778217+00:00
1670,986,264,Treatment test a soon after modern art race room we check.,HIGH,DONE,2025-05-01 04:32:11.008596+00:00,2024-11-11 07:52:16.579092+00:00
1671,196,240,Recently reduce around political kind support indeed suddenly deep.,CRITICAL,OPEN,2024-04-28 13:51:26.593997+00:00,2024-09-19 13:29:33.961228+00:00
1672,280,203,Return knowledge somebody woman little size difficult big cell.,LOW,DONE,2024-03-06 12:32:08.640911+00:00,2025-05-19 06:49:56.694435+00:00
1673,121,692,Not decide same huge seek traditional newspaper win hotel often guess cold.,MEDIUM,OPEN,2025-05-19 20:13:45.717578+00:00,2025-08-11 05:39:46.175709+00:00
1674,332,309,For morning interest produce last bed time myself ability issue beat.,MEDIUM,DONE,2024-04-20 03:39:25.097730+00:00,2025-08-16 15:40:19.713914+00:00
1675,79,305,Change far floor entire couple decide another change know shoulder pass woman item.,LOW,CANCELLED,2025-03-01 16:45:24.337168+00:00,2024-04-25 18:20:29.385233+00:00
1676,318,944,Music reason and role a beyond thus and.,CRITICAL,OPEN,2025-02-19 06:05:37.531565+00:00,2024-05-29 21:51:44.617980+00:00
1677,69,1988,New director indicate difference it source.,MEDIUM,OPEN,2025-11-13 22:34:11.600150+00:00,2025-10-31 20:04:19.844648+00:00
1678,988,1555,These issue very discuss us marriage focus half cultural produce doctor.,MEDIUM,IN_PROGRESS,2024-12-31 15:10:40.136568+00:00,2025-09-17 22:19:59.017303+00:00
1679,391,967,Others maybe group nearly before certain he ability.,LOW,DONE,2025-04-29 13:43:51.152365+00:00,2025-03-18 23:22:10.388024+00:00
1680,796,1780,Catch of blood look back positive everybody above arm hope foot about.,HIGH,OPEN,2025-08-17 22:23:05.215827+00:00,2025-06-21 18:32:34.944340+00:00
1681,371,1586,Partner pick despite security sort other fast we consumer.,HIGH,DONE,2025-06-04 10:51:05.628211+00:00,2025-06-08 09:26:18.725948+00:00
1682,616,393,Care population worker main bed medical represent money mouth.,MEDIUM,IN_PROGRESS,2024-08-03 15:46:30.604713+00:00,2025-11-17 05:34:51.989432+00:00
1683,431,197,Movement population attention where camera marriage outside near front purpose deep purpose easy.,CRITICAL,DONE,2024-02-08 20:30:25.544934+00:00,2025-05-31 21:10:30.126529+00:00
1684,865,1249,Involve player option girl care different.,CRITICAL,IN_PROGRESS,2024-02-01 16:04:56.921208+00:00,2024-04-23 01:02:49.967378+00:00
1685,749,49,Result picture better read forward author note prove attack friend leader build.,MEDIUM,OPEN,2024-12-25 07:13:22.344318+00:00,2025-03-13 06:05:09.279185+00:00
1686,834,964,Imagine which eye must instead leader people understand food.,MEDIUM,DONE,2024-05-18 21:23:00.477018+00:00,2025-12-04 10:14:23.280674+00:00
1687,590,359,Sit over true shake seven resource team perhaps.,CRITICAL,CANCELLED,2024-06-15 08:38:05.686288+00:00,2024-09-28 06:57:34.655315+00:00
1688,715,165,Ask effort even short measure law show candidate discussion language.,MEDIUM,IN_PROGRESS,2025-08-15 04:20:20.533778+00:00,2024-02-19 11:29:51.511068+00:00
1689,243,61,Eight tax occur newspaper state its Republican machine imagine top allow attack memory particular.,CRITICAL,IN_PROGRESS,2025-08-11 23:58:35.475898+00:00,2025-11-29 20:05:47.660298+00:00
1690,473,1531,Measure nearly field threat able young war someone lose.,HIGH,IN_PROGRESS,2024-08-17 22:08:15.882205+00:00,2024-02-01 06:11:33.276881+00:00
1691,544,1196,Power major run us last help add last bad thought few.,LOW,IN_PROGRESS,2024-07-24 15:36:50.698478+00:00,2025-10-12 22:19:21.958293+00:00
1692,265,17,While political meet benefit head play cold science art Republican.,MEDIUM,DONE,2024-05-12 16:28:41.121657+00:00,2024-05-28 23:39:30.215827+00:00
1693,154,698,Need my toward catch tough through wait compare.,LOW,DONE,2025-03-26 07:57:05.888679+00:00,2024-03-20 17:25:15.101407+00:00
1694,693,1578,Build its customer any build road else similar.,MEDIUM,OPEN,2024-08-19 10:52:11.184293+00:00,2025-11-29 15:23:57.063236+00:00
1695,334,430,Will affect thousand contain leg concern degree indeed he large able stay voice lead.,MEDIUM,CANCELLED,2025-07-10 22:29:12.617782+00:00,2024-02-15 12:26:37.841807+00:00
1696,579,199,Indicate how produce really control reason chance paper.,HIGH,CANCELLED,2025-01-24 10:09:22.205755+00:00,2025-01-05 03:03:59.101810+00:00
1697,956,436,Adult course law too member military recognize what difference tough growth.,LOW,CANCELLED,2025-09-28 10:33:02.582617+00:00,2024-10-21 02:59:48.366604+00:00
1698,254,796,Mind sister always onto debate truth get success trial stage interesting official.,LOW,CANCELLED,2025-01-26 10:42:19.799264+00:00,2024-07-21 13:20:39.444551+00:00
1699,86,1041,Attention with best where glass protect shoulder learn design indeed outside.,MEDIUM,OPEN,2026-01-11 07:59:39.794337+00:00,2025-09-10 23:50:29.302350+00:00
1700,528,915,Animal opportunity old teach student no low one ahead action green writer.,MEDIUM,CANCELLED,2025-02-14 01:03:27.946810+00:00,2025-06-14 10:01:19.847948+00:00
1701,674,1775,Arm successful surface continue today Mr there raise should send.,HIGH,OPEN,2025-06-16 09:21:13.755954+00:00,2024-12-11 00:21:19.127839+00:00
1702,219,948,Politics while sell protect reality career.,CRITICAL,IN_PROGRESS,2025-05-18 19:46:16.318624+00:00,2024-05-09 04:22:21.241932+00:00
1703,228,1315,Look range how single probably piece voice here election also economy.,MEDIUM,DONE,2024-03-11 09:31:37.508459+00:00,2025-09-06 12:00:20.864284+00:00
1704,994,961,Peace make more authority south course doctor economy consumer whether force.,MEDIUM,IN_PROGRESS,2024-02-28 16:23:51.699744+00:00,2024-02-09 17:10:04.509166+00:00
1705,277,778,Respond value next example may now.,LOW,DONE,2024-09-30 04:28:18.565844+00:00,2024-03-01 01:16:53.023598+00:00
1706,99,245,So list sense hit music think with check energy throw social small.,MEDIUM,CANCELLED,2025-01-02 21:10:11.100343+00:00,2024-11-04 12:30:32.153704+00:00
1707,866,311,Specific ground pay international hand old.,CRITICAL,OPEN,2025-07-26 00:56:21.745451+00:00,2025-07-30 06:47:26.711692+00:00
1708,278,1180,Will than next discover who fill base high discuss small.,MEDIUM,CANCELLED,2025-10-31 19:10:19.099523+00:00,2024-06-14 08:01:31.525877+00:00
1709,96,110,Education note gun eight anyone bill west also five.,MEDIUM,DONE,2024-04-23 18:19:11.190465+00:00,2024-10-16 06:06:43.729100+00:00
1710,156,970,Song whole about choice create increase challenge data Congress radio.,MEDIUM,DONE,2025-02-15 20:13:27.070059+00:00,2025-06-23 20:05:41.943375+00:00
1711,270,1573,Cut then difficult more year able next.,MEDIUM,IN_PROGRESS,2024-06-01 12:17:36.188292+00:00,2025-07-02 07:07:12.578722+00:00
1712,406,856,Their success election later herself expert shoulder relationship road idea world.,HIGH,CANCELLED,2024-05-16 14:59:22.668849+00:00,2024-04-29 21:04:23.419767+00:00
1713,533,330,Within decade analysis discussion general way indeed.,LOW,DONE,2025-06-19 07:10:19.829930+00:00,2024-10-17 19:49:00.952539+00:00
1714,329,1235,Plant subject leg try security reveal agent even physical.,LOW,DONE,2025-01-13 14:59:32.229790+00:00,2025-09-01 08:26:27.004441+00:00
1715,904,168,Ago minute mission along close hour final investment left smile wall her.,HIGH,DONE,2024-07-21 20:08:43.352130+00:00,2024-11-26 23:31:48.948854+00:00
1716,980,1295,Start final base bill lose go chance want product section alone.,MEDIUM,CANCELLED,2024-07-22 22:33:54.867699+00:00,2024-09-01 06:13:54.541704+00:00
1717,391,1890,Rest coach there seek step career improve still whatever station opportunity size.,HIGH,DONE,2025-01-20 02:51:36.951933+00:00,2025-06-10 17:46:39.779336+00:00
1718,226,835,Bar least magazine mission onto minute will fact notice many.,MEDIUM,IN_PROGRESS,2025-07-19 14:22:23.359483+00:00,2025-01-15 23:37:04.598172+00:00
1719,687,789,Finish skin continue strategy must soon only traditional question detail.,LOW,OPEN,2024-03-31 02:40:27.957410+00:00,2025-08-26 15:39:42.034173+00:00
1720,140,1428,Water clear sound sign meet work shake speech though above.,HIGH,IN_PROGRESS,2025-01-23 00:42:15.951078+00:00,2024-03-07 06:37:48.130231+00:00
1721,179,1751,Worry chance need eat rate money another present father off doctor simple.,CRITICAL,DONE,2024-04-13 11:44:13.732426+00:00,2024-03-26 09:47:16.872559+00:00
1722,103,1415,Especially federal specific chance east senior else woman.,HIGH,DONE,2025-07-22 11:49:04.544934+00:00,2024-12-23 09:42:55.961993+00:00
1723,320,107,Local environmental particularly future call east price measure capital no available analysis.,LOW,DONE,2024-09-26 01:30:43.820343+00:00,2025-10-19 05:40:45.093938+00:00
1724,104,1154,Audience process world different life approach move think break event.,HIGH,IN_PROGRESS,2025-06-19 20:33:23.343318+00:00,2024-03-25 09:13:42.325340+00:00
1725,100,1836,Even control enjoy data economic time child.,MEDIUM,OPEN,2024-01-25 23:37:11.183597+00:00,2024-03-21 21:00:24.392331+00:00
1726,207,370,Room specific thing be imagine agency teach.,LOW,DONE,2025-04-29 10:35:32.843128+00:00,2024-11-07 08:27:27.908763+00:00
1727,393,946,South stuff several yard religious senior.,LOW,IN_PROGRESS,2025-03-17 14:15:44.546221+00:00,2025-08-17 20:45:04.859864+00:00
1728,743,1782,Company understand everybody card let economic someone phone recently society exist.,MEDIUM,DONE,2024-11-19 02:40:39.948083+00:00,2025-04-08 07:27:52.808136+00:00
1729,213,376,Improve improve west rather best sport for particular despite pick.,HIGH,IN_PROGRESS,2025-01-02 05:05:22.313353+00:00,2025-03-30 17:11:10.689345+00:00
1730,356,475,Challenge size whatever American I democratic stand energy answer black arrive take.,CRITICAL,DONE,2025-06-28 02:22:36.227313+00:00,2026-01-05 01:25:41.379523+00:00
1731,94,404,Five crime everything south within simple nice morning reality.,CRITICAL,OPEN,2024-05-31 15:15:46.556543+00:00,2025-02-24 07:32:58.766198+00:00
1732,798,284,Drive suddenly send age learn teach glass current about ability understand far.,MEDIUM,IN_PROGRESS,2024-12-29 01:59:47.362526+00:00,2024-04-03 15:31:08.218429+00:00
1733,715,372,Get often central plant talk later.,CRITICAL,OPEN,2026-01-21 02:00:18.503541+00:00,2025-05-30 13:20:11.714002+00:00
1734,943,914,Subject establish trouble case single husband argue body.,CRITICAL,CANCELLED,2025-06-05 08:45:06.313538+00:00,2026-01-16 05:06:22.716931+00:00
1735,636,1408,Be benefit hot amount happen third personal response president.,HIGH,IN_PROGRESS,2025-04-03 17:06:39.927885+00:00,2025-06-21 05:35:29.560758+00:00
1736,318,1584,Thus he political health yet type family mother meet.,LOW,CANCELLED,2024-04-06 20:07:42.161005+00:00,2024-12-10 04:03:39.978204+00:00
1737,603,1822,Eight play standard effort born see reason pressure position everyone meet green.,CRITICAL,DONE,2025-05-09 08:05:01.117568+00:00,2024-04-25 22:14:49.990475+00:00
1738,556,1601,Start leave third speech push market will development win television why source stop his.,MEDIUM,IN_PROGRESS,2025-03-20 04:55:21.734658+00:00,2025-04-08 23:51:44.210043+00:00
1739,685,1705,Ok again add together support want town fast miss hope above dog.,CRITICAL,IN_PROGRESS,2025-05-16 21:51:56.014122+00:00,2024-03-31 06:58:54.130035+00:00
1740,122,728,Collection best check family true letter son five.,CRITICAL,IN_PROGRESS,2025-01-04 10:38:34.631370+00:00,2025-01-28 17:00:12.265133+00:00
1741,501,1706,College specific show sense decide bad speech near both.,CRITICAL,OPEN,2025-10-19 13:14:52.873163+00:00,2024-05-17 07:25:49.019902+00:00
1742,437,402,Race century away ability your court good our though market door easy board.,LOW,CANCELLED,2025-03-01 19:46:15.561064+00:00,2025-03-23 05:38:56.070209+00:00
1743,893,1876,Whom suddenly imagine radio however son particularly series.,MEDIUM,CANCELLED,2025-04-25 13:03:17.605021+00:00,2025-08-14 17:40:54.068189+00:00
1744,905,1541,Wind lead which husband reach tax buy.,LOW,DONE,2024-07-13 21:44:07.198601+00:00,2024-04-27 13:02:31.472525+00:00
1745,846,1850,Should interview relationship few education support many finally.,HIGH,DONE,2025-02-11 23:24:42.245420+00:00,2025-12-31 07:55:02.746455+00:00
1746,434,861,Society family power leader thought case yes seek firm.,HIGH,OPEN,2026-01-20 09:58:26.477556+00:00,2024-11-14 05:19:10.266822+00:00
1747,365,1523,Difference well perhaps often move inside action happy movie.,CRITICAL,OPEN,2024-03-04 03:53:34.880824+00:00,2025-09-26 20:28:42.207031+00:00
1748,340,181,Finish themselves series face interview number myself nation project.,HIGH,OPEN,2024-04-20 07:13:09.980111+00:00,2024-05-10 04:30:54.418768+00:00
1749,956,6,Because together loss her reflect even clear character white partner.,MEDIUM,DONE,2024-07-09 10:08:44.535517+00:00,2025-05-26 00:43:07.216752+00:00
1750,180,1079,Future visit south tend face key subject particularly television perhaps might.,HIGH,CANCELLED,2025-11-16 11:53:38.622488+00:00,2024-12-31 06:08:00.835868+00:00
1751,354,220,War morning lead southern win stage break owner upon here major price.,LOW,DONE,2025-04-29 04:05:11.080346+00:00,2025-02-17 20:29:30.853324+00:00
1752,981,395,Clearly wear need economic not water whether first agent boy black media onto.,LOW,CANCELLED,2025-05-20 10:08:40.509407+00:00,2024-12-29 07:40:15.142305+00:00
1753,277,1831,Over military third draw onto lead past face fish statement doctor plan artist issue.,LOW,CANCELLED,2024-03-16 17:53:00.236761+00:00,2024-03-06 06:52:16.421986+00:00
1754,679,1210,Cost property safe high time hope my give travel trial room church then.,HIGH,CANCELLED,2025-08-09 05:02:15.936639+00:00,2025-12-17 21:55:17.303278+00:00
1755,359,452,Skill education put enter vote the mean house natural pay.,LOW,OPEN,2024-01-31 19:50:54.738956+00:00,2025-04-23 20:22:10.846845+00:00
1756,401,55,Million reach when economy cause final.,HIGH,DONE,2024-08-04 13:21:26.853492+00:00,2025-06-10 04:06:10.133916+00:00
1757,72,943,Professional soldier why beyond member civil southern.,CRITICAL,IN_PROGRESS,2024-11-24 23:10:31.358263+00:00,2025-06-08 20:27:53.149768+00:00
1758,252,1910,Course music simple star each assume entire subject look his customer quickly.,HIGH,CANCELLED,2024-05-24 04:05:39.348965+00:00,2024-06-04 08:56:58.167600+00:00
1759,87,487,Member within boy who growth movie.,HIGH,OPEN,2024-10-09 05:50:19.286717+00:00,2025-03-10 12:15:07.667029+00:00
1760,452,330,Choice ball last factor make civil government late deal establish explain after moment.,LOW,IN_PROGRESS,2024-07-07 13:12:10.996112+00:00,2024-09-30 02:16:00.419731+00:00
1761,611,1791,Mrs compare water tend human which.,MEDIUM,CANCELLED,2025-06-01 04:25:09.888274+00:00,2025-11-12 23:01:22.306852+00:00
1762,804,1949,Region price pick together green necessary detail heavy.,CRITICAL,CANCELLED,2026-01-10 08:12:23.179900+00:00,2024-08-20 12:21:00.802670+00:00
1763,80,612,Skin occur receive wear argue also eat myself.,LOW,CANCELLED,2024-01-30 18:33:31.743293+00:00,2025-07-09 13:44:19.517461+00:00
1764,571,994,Black sport matter picture shoulder maybe surface stage minute energy account on theory.,MEDIUM,IN_PROGRESS,2025-08-31 01:45:56.212746+00:00,2026-01-10 00:45:37.699353+00:00
1765,168,211,Bed though evening after effect sometimes part serve their full listen job.,LOW,DONE,2025-09-02 21:26:41.071860+00:00,2025-01-16 14:41:26.094783+00:00
1766,120,725,Put today or upon draw conference impact down according.,CRITICAL,OPEN,2025-07-07 22:54:21.212450+00:00,2024-01-27 01:11:30.275874+00:00
1767,938,1681,Despite stay catch as support people station accept man glass today black meeting.,LOW,DONE,2024-09-04 13:32:58.700354+00:00,2024-10-07 16:51:57.746442+00:00
1768,894,389,Anyone option nor state lawyer similar lose.,MEDIUM,IN_PROGRESS,2025-08-04 12:23:03.927420+00:00,2024-11-17 01:34:42.847490+00:00
1769,568,1458,Kind quite writer traditional hand lay picture service improve reduce.,CRITICAL,OPEN,2024-03-04 20:39:57.773438+00:00,2025-10-10 19:46:06.702492+00:00
1770,860,748,All fund boy onto century nearly machine cause represent none.,MEDIUM,DONE,2025-10-30 18:29:37.861761+00:00,2024-05-17 20:44:09.977816+00:00
1771,858,49,Identify activity especially watch ok he miss about partner their reach.,HIGH,OPEN,2024-07-22 02:39:34.908937+00:00,2025-05-02 09:27:08.804080+00:00
1772,201,1177,Enter common by either hospital beyond study tonight that we join.,CRITICAL,CANCELLED,2024-04-05 07:14:23.939150+00:00,2025-08-09 02:50:08.917898+00:00
1773,478,450,Dark push different anything soldier allow home.,CRITICAL,IN_PROGRESS,2025-11-10 17:41:19.585043+00:00,2024-10-31 10:41:49.742818+00:00
1774,808,360,Others character player politics make majority money base professional.,CRITICAL,CANCELLED,2025-01-07 06:09:08.518266+00:00,2025-12-08 06:43:46.706602+00:00
1775,506,1417,Write today prepare true detail kitchen hour adult.,LOW,OPEN,2025-04-17 04:29:22.302137+00:00,2025-02-19 15:36:16.880136+00:00
1776,540,1800,Evidence prove mean this team side establish.,CRITICAL,DONE,2025-01-19 15:32:32.140912+00:00,2025-06-07 01:16:18.969635+00:00
1777,242,1224,Consumer go adult be eight issue prevent few government scene.,LOW,IN_PROGRESS,2025-04-01 20:11:08.821667+00:00,2025-07-28 21:50:07.687603+00:00
1778,750,1656,Really other article major area audience brother.,CRITICAL,IN_PROGRESS,2024-05-07 23:11:28.963880+00:00,2024-12-14 12:34:25.159617+00:00
1779,770,1375,Simply take area street view finish space modern treat.,HIGH,IN_PROGRESS,2024-05-10 13:42:24.717870+00:00,2025-02-22 16:26:44.342559+00:00
1780,552,552,Be establish space follow available force worker hotel customer office.,HIGH,DONE,2024-07-14 13:56:37.015195+00:00,2025-12-03 21:14:27.082980+00:00
1781,548,1051,Conference make medical child west threat because various land they front.,CRITICAL,IN_PROGRESS,2025-05-13 00:01:18.187246+00:00,2024-02-18 23:21:27.197092+00:00
1782,555,1208,Research citizen my current moment trade population price real environment relationship meeting short.,MEDIUM,CANCELLED,2025-11-13 12:40:53.751773+00:00,2025-12-25 18:15:02.399369+00:00
1783,914,1326,Always red own now hear card defense trip reduce much already left.,LOW,OPEN,2024-11-12 19:04:19.300355+00:00,2024-07-22 09:45:05.163739+00:00
1784,771,1575,Do his itself others detail company.,CRITICAL,OPEN,2025-12-10 22:46:27.412262+00:00,2025-11-29 08:08:50.157480+00:00
1785,116,965,Prepare sit across trade drive prevent.,HIGH,OPEN,2024-05-15 21:02:16.516027+00:00,2025-10-28 03:46:23.958738+00:00
1786,540,213,Institution buy recent drive upon catch size move end.,MEDIUM,CANCELLED,2024-10-12 05:20:24.290283+00:00,2024-11-23 03:11:03.857567+00:00
1787,137,633,Resource husband large can including call require whose prepare operation stuff than paper.,MEDIUM,CANCELLED,2024-03-23 00:06:43.194588+00:00,2024-06-27 02:46:50.315302+00:00
1788,9,530,Yeah way quickly better agreement identify around affect important movement provide.,LOW,OPEN,2025-11-13 04:11:20.988150+00:00,2025-09-29 11:45:40.704830+00:00
1789,506,819,Name herself place now head thank section today office weight seem.,MEDIUM,OPEN,2024-12-28 06:54:33.317923+00:00,2025-11-07 15:25:02.547879+00:00
1790,347,1692,Benefit man your deal develop enough federal treat happen today run.,LOW,CANCELLED,2024-05-06 12:13:15.678958+00:00,2025-04-29 05:12:54.715030+00:00
1791,64,171,Most stock send produce might upon allow myself everyone ahead or room movement.,LOW,CANCELLED,2024-02-04 06:15:41.501985+00:00,2025-07-17 08:11:23.582955+00:00
